# Goxel 0.7.1
# One line per voxel
# X Y Z RRGGBB
-77 8 12 ffffff
-76 8 12 ffffff
-75 8 12 ffffff
-74 8 12 ffffff
-73 8 12 ffffff
-72 8 12 ffffff
-71 8 12 ffffff
-70 8 12 ffffff
-83 9 12 ffffff
-82 9 12 ffffff
-81 9 12 ffffff
-80 9 12 ffffff
-79 9 12 ffffff
-78 9 12 ffffff
-77 9 12 ffffff
-76 9 12 ffffff
-75 9 12 ffffff
-74 9 12 ffffff
-73 9 12 ffffff
-72 9 12 ffffff
-71 9 12 ffffff
-70 9 12 ffffff
-83 10 12 ffffff
-82 10 12 ffffff
-81 10 12 ffffff
-80 10 12 ffffff
-79 10 12 ffffff
-78 10 12 ffffff
-77 10 12 ffffff
-76 10 12 ffffff
-75 10 12 ffffff
-74 10 12 ffffff
-73 10 12 ffffff
-72 10 12 ffffff
-71 10 12 ffffff
-70 10 12 ffffff
-83 11 12 ffffff
-82 11 12 ffffff
-81 11 12 ffffff
-80 11 12 ffffff
-79 11 12 ffffff
-78 11 12 ffffff
-77 11 12 ffffff
-76 11 12 ffffff
-75 11 12 ffffff
-74 11 12 ffffff
-73 11 12 ffffff
-72 11 12 ffffff
-71 11 12 ffffff
-70 11 12 ffffff
-83 12 12 ffffff
-82 12 12 ffffff
-81 12 12 ffffff
-80 12 12 ffffff
-79 12 12 ffffff
-78 12 12 ffffff
-77 12 12 ffffff
-76 12 12 ffffff
-75 12 12 ffffff
-74 12 12 ffffff
-73 12 12 ffffff
-72 12 12 ffffff
-71 12 12 ffffff
-70 12 12 ffffff
-83 13 12 ffffff
-82 13 12 ffffff
-81 13 12 ffffff
-80 13 12 ffffff
-79 13 12 ffffff
-78 13 12 ffffff
-77 13 12 ffffff
-76 13 12 ffffff
-75 13 12 ffffff
-74 13 12 ffffff
-73 13 12 ffffff
-72 13 12 ffffff
-71 13 12 ffffff
-70 13 12 ffffff
-83 14 12 ffffff
-82 14 12 ffffff
-81 14 12 ffffff
-80 14 12 ffffff
-79 14 12 ffffff
-78 14 12 ffffff
-77 14 12 ffffff
-76 14 12 ffffff
-75 14 12 ffffff
-74 14 12 ffffff
-73 14 12 ffffff
-72 14 12 ffffff
-71 14 12 ffffff
-70 14 12 ffffff
-83 2 13 ffffff
-82 2 13 ffffff
-81 2 13 ffffff
-80 2 13 ffffff
-79 2 13 ffffff
-78 2 13 ffffff
-77 2 13 ffffff
-76 2 13 ffffff
-75 2 13 ffffff
-74 2 13 ffffff
-73 2 13 ffffff
-72 2 13 ffffff
-71 2 13 ffffff
-70 2 13 ffffff
-82 6 13 ffffff
-75 6 13 ffffff
-81 7 13 ffffff
-80 7 13 ffffff
-81 8 13 ffffff
-80 8 13 ffffff
-81 9 13 ffffff
-80 9 13 ffffff
-82 10 13 ffffff
-81 10 13 ffffff
-80 10 13 ffffff
-75 10 13 ffffff
-83 14 13 ffffff
-82 14 13 ffffff
-81 14 13 ffffff
-80 14 13 ffffff
-79 14 13 ffffff
-78 14 13 ffffff
-77 14 13 ffffff
-76 14 13 ffffff
-75 14 13 ffffff
-74 14 13 ffffff
-73 14 13 ffffff
-72 14 13 ffffff
-71 14 13 ffffff
-70 14 13 ffffff
-70 2 14 ffffff
-82 6 14 ffffff
-75 6 14 ffffff
-82 10 14 ffffff
-75 10 14 ffffff
-83 14 14 ffffff
-82 14 14 ffffff
-79 14 14 ffffff
-78 14 14 ffffff
-75 14 14 ffffff
-74 14 14 ffffff
-71 14 14 ffffff
-70 14 14 ffffff
-69 2 8 ffffff
-68 2 8 ffffff
-67 2 8 ffffff
-66 2 8 ffffff
-65 2 8 ffffff
-64 2 8 ffffff
-63 2 8 ffffff
-62 2 8 ffffff
-61 2 8 ffffff
-60 2 8 ffffff
-59 2 8 ffffff
-58 2 8 ffffff
-57 2 8 ffffff
-56 2 8 ffffff
-69 3 8 ffffff
-68 3 8 ffffff
-67 3 8 ffffff
-66 3 8 ffffff
-65 3 8 ffffff
-64 3 8 ffffff
-63 3 8 ffffff
-62 3 8 ffffff
-61 3 8 ffffff
-60 3 8 ffffff
-59 3 8 ffffff
-58 3 8 ffffff
-57 3 8 ffffff
-56 3 8 ffffff
-69 4 8 ffffff
-68 4 8 ffffff
-67 4 8 ffffff
-66 4 8 ffffff
-65 4 8 ffffff
-64 4 8 ffffff
-63 4 8 ffffff
-62 4 8 ffffff
-61 4 8 ffffff
-60 4 8 ffffff
-59 4 8 ffffff
-58 4 8 ffffff
-57 4 8 ffffff
-56 4 8 ffffff
-69 5 8 ffffff
-68 5 8 ffffff
-67 5 8 ffffff
-66 5 8 ffffff
-65 5 8 ffffff
-64 5 8 ffffff
-63 5 8 ffffff
-62 5 8 ffffff
-61 5 8 ffffff
-60 5 8 ffffff
-59 5 8 ffffff
-58 5 8 ffffff
-57 5 8 ffffff
-56 5 8 ffffff
-69 6 8 ffffff
-68 6 8 ffffff
-67 6 8 ffffff
-66 6 8 ffffff
-65 6 8 ffffff
-64 6 8 ffffff
-63 6 8 ffffff
-62 6 8 ffffff
-61 6 8 ffffff
-60 6 8 ffffff
-59 6 8 ffffff
-58 6 8 ffffff
-57 6 8 ffffff
-56 6 8 ffffff
-69 7 8 ffffff
-68 7 8 ffffff
-67 7 8 ffffff
-66 7 8 ffffff
-65 7 8 ffffff
-64 7 8 ffffff
-63 7 8 ffffff
-62 7 8 ffffff
-61 7 8 ffffff
-60 7 8 ffffff
-59 7 8 ffffff
-58 7 8 ffffff
-57 7 8 ffffff
-56 7 8 ffffff
-69 8 8 ffffff
-68 8 8 ffffff
-67 8 8 ffffff
-66 8 8 ffffff
-65 8 8 ffffff
-64 8 8 ffffff
-63 8 8 ffffff
-62 8 8 ffffff
-61 8 8 ffffff
-60 8 8 ffffff
-59 8 8 ffffff
-58 8 8 ffffff
-57 8 8 ffffff
-56 8 8 ffffff
-69 9 8 ffffff
-68 9 8 ffffff
-67 9 8 ffffff
-66 9 8 ffffff
-65 9 8 ffffff
-64 9 8 ffffff
-63 9 8 ffffff
-62 9 8 ffffff
-61 9 8 ffffff
-60 9 8 ffffff
-59 9 8 ffffff
-58 9 8 ffffff
-57 9 8 ffffff
-56 9 8 ffffff
-69 10 8 ffffff
-68 10 8 ffffff
-67 10 8 ffffff
-66 10 8 ffffff
-65 10 8 ffffff
-64 10 8 ffffff
-63 10 8 ffffff
-62 10 8 ffffff
-61 10 8 ffffff
-60 10 8 ffffff
-59 10 8 ffffff
-58 10 8 ffffff
-57 10 8 ffffff
-56 10 8 ffffff
-69 11 8 ffffff
-68 11 8 ffffff
-67 11 8 ffffff
-66 11 8 ffffff
-65 11 8 ffffff
-64 11 8 ffffff
-63 11 8 ffffff
-62 11 8 ffffff
-61 11 8 ffffff
-60 11 8 ffffff
-59 11 8 ffffff
-58 11 8 ffffff
-57 11 8 ffffff
-56 11 8 ffffff
-69 12 8 ffffff
-68 12 8 ffffff
-67 12 8 ffffff
-66 12 8 ffffff
-65 12 8 ffffff
-64 12 8 ffffff
-63 12 8 ffffff
-62 12 8 ffffff
-61 12 8 ffffff
-60 12 8 ffffff
-59 12 8 ffffff
-58 12 8 ffffff
-57 12 8 ffffff
-56 12 8 ffffff
-69 13 8 ffffff
-68 13 8 ffffff
-67 13 8 ffffff
-66 13 8 ffffff
-65 13 8 ffffff
-64 13 8 ffffff
-63 13 8 ffffff
-62 13 8 ffffff
-61 13 8 ffffff
-60 13 8 ffffff
-59 13 8 ffffff
-58 13 8 ffffff
-57 13 8 ffffff
-56 13 8 ffffff
-69 14 8 ffffff
-68 14 8 ffffff
-67 14 8 ffffff
-66 14 8 ffffff
-65 14 8 ffffff
-64 14 8 ffffff
-63 14 8 ffffff
-62 14 8 ffffff
-61 14 8 ffffff
-60 14 8 ffffff
-59 14 8 ffffff
-58 14 8 ffffff
-57 14 8 ffffff
-56 14 8 ffffff
-69 2 9 ffffff
-68 2 9 ffffff
-67 2 9 ffffff
-66 2 9 ffffff
-65 2 9 ffffff
-69 3 9 ffffff
-68 3 9 ffffff
-67 3 9 ffffff
-66 3 9 ffffff
-65 3 9 ffffff
-69 4 9 ffffff
-68 4 9 ffffff
-67 4 9 ffffff
-66 4 9 ffffff
-65 4 9 ffffff
-69 5 9 ffffff
-68 5 9 ffffff
-67 5 9 ffffff
-66 5 9 ffffff
-65 5 9 ffffff
-69 6 9 ffffff
-68 6 9 ffffff
-67 6 9 ffffff
-66 6 9 ffffff
-65 6 9 ffffff
-69 7 9 ffffff
-68 7 9 ffffff
-67 7 9 ffffff
-66 7 9 ffffff
-65 7 9 ffffff
-69 8 9 ffffff
-68 8 9 ffffff
-67 8 9 ffffff
-66 8 9 ffffff
-65 8 9 ffffff
-69 9 9 ffffff
-68 9 9 ffffff
-67 9 9 ffffff
-66 9 9 ffffff
-65 9 9 ffffff
-69 10 9 ffffff
-68 10 9 ffffff
-67 10 9 ffffff
-66 10 9 ffffff
-65 10 9 ffffff
-69 11 9 ffffff
-68 11 9 ffffff
-67 11 9 ffffff
-66 11 9 ffffff
-65 11 9 ffffff
-69 12 9 ffffff
-68 12 9 ffffff
-67 12 9 ffffff
-66 12 9 ffffff
-65 12 9 ffffff
-69 13 9 ffffff
-68 13 9 ffffff
-67 13 9 ffffff
-66 13 9 ffffff
-65 13 9 ffffff
-56 13 9 ffffff
-69 14 9 ffffff
-68 14 9 ffffff
-67 14 9 ffffff
-66 14 9 ffffff
-65 14 9 ffffff
-56 14 9 ffffff
-69 2 10 ffffff
-68 2 10 ffffff
-67 2 10 ffffff
-66 2 10 ffffff
-65 2 10 ffffff
-69 3 10 ffffff
-68 3 10 ffffff
-67 3 10 ffffff
-66 3 10 ffffff
-69 4 10 ffffff
-68 4 10 ffffff
-67 4 10 ffffff
-66 4 10 ffffff
-65 4 10 ffffff
-69 5 10 ffffff
-68 5 10 ffffff
-67 5 10 ffffff
-66 5 10 ffffff
-69 6 10 ffffff
-68 6 10 ffffff
-67 6 10 ffffff
-66 6 10 ffffff
-65 6 10 ffffff
-69 7 10 ffffff
-68 7 10 ffffff
-67 7 10 ffffff
-66 7 10 ffffff
-69 8 10 ffffff
-68 8 10 ffffff
-67 8 10 ffffff
-66 8 10 ffffff
-65 8 10 ffffff
-69 9 10 ffffff
-68 9 10 ffffff
-67 9 10 ffffff
-66 9 10 ffffff
-69 10 10 ffffff
-68 10 10 ffffff
-67 10 10 ffffff
-66 10 10 ffffff
-65 10 10 ffffff
-69 11 10 ffffff
-68 11 10 ffffff
-67 11 10 ffffff
-66 11 10 ffffff
-69 12 10 ffffff
-68 12 10 ffffff
-67 12 10 ffffff
-66 12 10 ffffff
-65 12 10 ffffff
-69 13 10 ffffff
-68 13 10 ffffff
-67 13 10 ffffff
-66 13 10 ffffff
-69 14 10 ffffff
-68 14 10 ffffff
-67 14 10 ffffff
-66 14 10 ffffff
-65 14 10 ffffff
-69 2 11 ffffff
-68 2 11 ffffff
-67 2 11 ffffff
-66 2 11 ffffff
-69 3 11 ffffff
-68 3 11 ffffff
-67 3 11 ffffff
-66 3 11 ffffff
-69 4 11 ffffff
-68 4 11 ffffff
-67 4 11 ffffff
-66 4 11 ffffff
-69 5 11 ffffff
-68 5 11 ffffff
-67 5 11 ffffff
-66 5 11 ffffff
-69 6 11 ffffff
-68 6 11 ffffff
-67 6 11 ffffff
-66 6 11 ffffff
-69 7 11 ffffff
-68 7 11 ffffff
-67 7 11 ffffff
-66 7 11 ffffff
-69 8 11 ffffff
-68 8 11 ffffff
-67 8 11 ffffff
-66 8 11 ffffff
-69 9 11 ffffff
-68 9 11 ffffff
-67 9 11 ffffff
-66 9 11 ffffff
-69 10 11 ffffff
-68 10 11 ffffff
-67 10 11 ffffff
-66 10 11 ffffff
-69 11 11 ffffff
-68 11 11 ffffff
-67 11 11 ffffff
-66 11 11 ffffff
-69 12 11 ffffff
-68 12 11 ffffff
-67 12 11 ffffff
-66 12 11 ffffff
-69 13 11 ffffff
-68 13 11 ffffff
-67 13 11 ffffff
-66 13 11 ffffff
-69 14 11 ffffff
-68 14 11 ffffff
-67 14 11 ffffff
-66 14 11 ffffff
-69 2 12 ffffff
-68 2 12 ffffff
-67 2 12 ffffff
-66 2 12 ffffff
-69 3 12 ffffff
-68 3 12 ffffff
-67 3 12 ffffff
-66 3 12 ffffff
-69 4 12 ffffff
-68 4 12 ffffff
-67 4 12 ffffff
-66 4 12 ffffff
-69 5 12 ffffff
-68 5 12 ffffff
-67 5 12 ffffff
-66 5 12 ffffff
-69 6 12 ffffff
-68 6 12 ffffff
-67 6 12 ffffff
-66 6 12 ffffff
-69 7 12 ffffff
-68 7 12 ffffff
-67 7 12 ffffff
-66 7 12 ffffff
-69 8 12 ffffff
-68 8 12 ffffff
-67 8 12 ffffff
-66 8 12 ffffff
-69 9 12 ffffff
-68 9 12 ffffff
-67 9 12 ffffff
-66 9 12 ffffff
-69 10 12 ffffff
-68 10 12 ffffff
-67 10 12 ffffff
-66 10 12 ffffff
-69 11 12 ffffff
-68 11 12 ffffff
-67 11 12 ffffff
-66 11 12 ffffff
-69 12 12 ffffff
-68 12 12 ffffff
-67 12 12 ffffff
-66 12 12 ffffff
-69 13 12 ffffff
-68 13 12 ffffff
-67 13 12 ffffff
-66 13 12 ffffff
-69 14 12 ffffff
-68 14 12 ffffff
-67 14 12 ffffff
-66 14 12 ffffff
-69 2 13 ffffff
-68 2 13 ffffff
-67 2 13 ffffff
-66 2 13 ffffff
-66 3 13 ffffff
-66 4 13 ffffff
-66 5 13 ffffff
-66 6 13 ffffff
-66 7 13 ffffff
-66 8 13 ffffff
-66 9 13 ffffff
-66 10 13 ffffff
-66 11 13 ffffff
-66 12 13 ffffff
-66 13 13 ffffff
-69 14 13 ffffff
-68 14 13 ffffff
-67 14 13 ffffff
-66 14 13 ffffff
-66 2 14 ffffff
-66 3 14 ffffff
-66 4 14 ffffff
-66 5 14 ffffff
-66 6 14 ffffff
-66 7 14 ffffff
-66 8 14 ffffff
-66 9 14 ffffff
-66 10 14 ffffff
-66 11 14 ffffff
-66 12 14 ffffff
-66 13 14 ffffff
-67 14 14 ffffff
-66 14 14 ffffff
-55 2 8 ffffff
-54 2 8 ffffff
-53 2 8 ffffff
-52 2 8 ffffff
-51 2 8 ffffff
-50 2 8 ffffff
-49 2 8 ffffff
-48 2 8 ffffff
-47 2 8 ffffff
-46 2 8 ffffff
-45 2 8 ffffff
-44 2 8 ffffff
-43 2 8 ffffff
-42 2 8 ffffff
-55 3 8 ffffff
-54 3 8 ffffff
-53 3 8 ffffff
-52 3 8 ffffff
-51 3 8 ffffff
-50 3 8 ffffff
-49 3 8 ffffff
-48 3 8 ffffff
-47 3 8 ffffff
-46 3 8 ffffff
-45 3 8 ffffff
-44 3 8 ffffff
-43 3 8 ffffff
-42 3 8 ffffff
-55 4 8 ffffff
-54 4 8 ffffff
-53 4 8 ffffff
-52 4 8 ffffff
-51 4 8 ffffff
-50 4 8 ffffff
-49 4 8 ffffff
-48 4 8 ffffff
-47 4 8 ffffff
-46 4 8 ffffff
-45 4 8 ffffff
-44 4 8 ffffff
-43 4 8 ffffff
-42 4 8 ffffff
-55 5 8 ffffff
-54 5 8 ffffff
-53 5 8 ffffff
-52 5 8 ffffff
-51 5 8 ffffff
-50 5 8 ffffff
-49 5 8 ffffff
-48 5 8 ffffff
-47 5 8 ffffff
-46 5 8 ffffff
-45 5 8 ffffff
-44 5 8 ffffff
-43 5 8 ffffff
-42 5 8 ffffff
-55 6 8 ffffff
-54 6 8 ffffff
-53 6 8 ffffff
-52 6 8 ffffff
-51 6 8 ffffff
-50 6 8 ffffff
-49 6 8 ffffff
-48 6 8 ffffff
-47 6 8 ffffff
-46 6 8 ffffff
-45 6 8 ffffff
-44 6 8 ffffff
-43 6 8 ffffff
-42 6 8 ffffff
-55 7 8 ffffff
-54 7 8 ffffff
-53 7 8 ffffff
-52 7 8 ffffff
-51 7 8 ffffff
-50 7 8 ffffff
-49 7 8 ffffff
-48 7 8 ffffff
-47 7 8 ffffff
-46 7 8 ffffff
-45 7 8 ffffff
-44 7 8 ffffff
-43 7 8 ffffff
-42 7 8 ffffff
-55 8 8 ffffff
-54 8 8 ffffff
-53 8 8 ffffff
-52 8 8 ffffff
-51 8 8 ffffff
-50 8 8 ffffff
-49 8 8 ffffff
-48 8 8 ffffff
-47 8 8 ffffff
-46 8 8 ffffff
-45 8 8 ffffff
-44 8 8 ffffff
-43 8 8 ffffff
-42 8 8 ffffff
-55 9 8 ffffff
-54 9 8 ffffff
-53 9 8 ffffff
-52 9 8 ffffff
-51 9 8 ffffff
-50 9 8 ffffff
-49 9 8 ffffff
-48 9 8 ffffff
-47 9 8 ffffff
-46 9 8 ffffff
-45 9 8 ffffff
-44 9 8 ffffff
-43 9 8 ffffff
-42 9 8 ffffff
-55 10 8 ffffff
-54 10 8 ffffff
-53 10 8 ffffff
-52 10 8 ffffff
-51 10 8 ffffff
-50 10 8 ffffff
-49 10 8 ffffff
-48 10 8 ffffff
-47 10 8 ffffff
-46 10 8 ffffff
-45 10 8 ffffff
-44 10 8 ffffff
-43 10 8 ffffff
-42 10 8 ffffff
-55 11 8 ffffff
-54 11 8 ffffff
-53 11 8 ffffff
-52 11 8 ffffff
-51 11 8 ffffff
-50 11 8 ffffff
-49 11 8 ffffff
-48 11 8 ffffff
-47 11 8 ffffff
-46 11 8 ffffff
-45 11 8 ffffff
-44 11 8 ffffff
-43 11 8 ffffff
-42 11 8 ffffff
-55 12 8 ffffff
-54 12 8 ffffff
-53 12 8 ffffff
-52 12 8 ffffff
-51 12 8 ffffff
-50 12 8 ffffff
-49 12 8 ffffff
-48 12 8 ffffff
-47 12 8 ffffff
-46 12 8 ffffff
-45 12 8 ffffff
-44 12 8 ffffff
-43 12 8 ffffff
-42 12 8 ffffff
-55 13 8 ffffff
-54 13 8 ffffff
-53 13 8 ffffff
-52 13 8 ffffff
-51 13 8 ffffff
-50 13 8 ffffff
-49 13 8 ffffff
-48 13 8 ffffff
-47 13 8 ffffff
-46 13 8 ffffff
-45 13 8 ffffff
-44 13 8 ffffff
-43 13 8 ffffff
-42 13 8 ffffff
-55 14 8 ffffff
-54 14 8 ffffff
-53 14 8 ffffff
-52 14 8 ffffff
-51 14 8 ffffff
-50 14 8 ffffff
-49 14 8 ffffff
-48 14 8 ffffff
-47 14 8 ffffff
-46 14 8 ffffff
-45 14 8 ffffff
-44 14 8 ffffff
-43 14 8 ffffff
-42 14 8 ffffff
-55 2 9 ffffff
-54 2 9 ffffff
-53 2 9 ffffff
-52 2 9 ffffff
-51 2 9 ffffff
-50 2 9 ffffff
-49 2 9 ffffff
-48 2 9 ffffff
-47 2 9 ffffff
-46 2 9 ffffff
-45 2 9 ffffff
-44 2 9 ffffff
-43 2 9 ffffff
-42 2 9 ffffff
-55 3 9 ffffff
-54 3 9 ffffff
-53 3 9 ffffff
-52 3 9 ffffff
-51 3 9 ffffff
-50 3 9 ffffff
-49 3 9 ffffff
-48 3 9 ffffff
-47 3 9 ffffff
-46 3 9 ffffff
-45 3 9 ffffff
-44 3 9 ffffff
-43 3 9 ffffff
-42 3 9 ffffff
-55 4 9 ffffff
-54 4 9 ffffff
-53 4 9 ffffff
-52 4 9 ffffff
-51 4 9 ffffff
-50 4 9 ffffff
-49 4 9 ffffff
-48 4 9 ffffff
-47 4 9 ffffff
-46 4 9 ffffff
-45 4 9 ffffff
-44 4 9 ffffff
-43 4 9 ffffff
-42 4 9 ffffff
-55 5 9 ffffff
-54 5 9 ffffff
-53 5 9 ffffff
-52 5 9 ffffff
-51 5 9 ffffff
-50 5 9 ffffff
-49 5 9 ffffff
-48 5 9 ffffff
-47 5 9 ffffff
-46 5 9 ffffff
-45 5 9 ffffff
-44 5 9 ffffff
-43 5 9 ffffff
-42 5 9 ffffff
-55 6 9 ffffff
-54 6 9 ffffff
-53 6 9 ffffff
-52 6 9 ffffff
-51 6 9 ffffff
-50 6 9 ffffff
-49 6 9 ffffff
-48 6 9 ffffff
-47 6 9 ffffff
-46 6 9 ffffff
-45 6 9 ffffff
-44 6 9 ffffff
-43 6 9 ffffff
-42 6 9 ffffff
-55 7 9 ffffff
-54 7 9 ffffff
-53 7 9 ffffff
-52 7 9 ffffff
-51 7 9 ffffff
-50 7 9 ffffff
-49 7 9 ffffff
-48 7 9 ffffff
-47 7 9 ffffff
-46 7 9 ffffff
-45 7 9 ffffff
-44 7 9 ffffff
-43 7 9 ffffff
-42 7 9 ffffff
-55 8 9 ffffff
-54 8 9 ffffff
-53 8 9 ffffff
-52 8 9 ffffff
-51 8 9 ffffff
-50 8 9 ffffff
-49 8 9 ffffff
-48 8 9 ffffff
-47 8 9 ffffff
-46 8 9 ffffff
-45 8 9 ffffff
-44 8 9 ffffff
-43 8 9 ffffff
-42 8 9 ffffff
-55 9 9 ffffff
-54 9 9 ffffff
-53 9 9 ffffff
-52 9 9 ffffff
-51 9 9 ffffff
-50 9 9 ffffff
-49 9 9 ffffff
-48 9 9 ffffff
-47 9 9 ffffff
-46 9 9 ffffff
-45 9 9 ffffff
-44 9 9 ffffff
-43 9 9 ffffff
-42 9 9 ffffff
-55 10 9 ffffff
-54 10 9 ffffff
-53 10 9 ffffff
-52 10 9 ffffff
-51 10 9 ffffff
-50 10 9 ffffff
-49 10 9 ffffff
-48 10 9 ffffff
-47 10 9 ffffff
-46 10 9 ffffff
-45 10 9 ffffff
-44 10 9 ffffff
-43 10 9 ffffff
-42 10 9 ffffff
-55 11 9 ffffff
-54 11 9 ffffff
-53 11 9 ffffff
-52 11 9 ffffff
-51 11 9 ffffff
-50 11 9 ffffff
-49 11 9 ffffff
-48 11 9 ffffff
-47 11 9 ffffff
-46 11 9 ffffff
-45 11 9 ffffff
-44 11 9 ffffff
-43 11 9 ffffff
-42 11 9 ffffff
-55 12 9 ffffff
-54 12 9 ffffff
-53 12 9 ffffff
-52 12 9 ffffff
-51 12 9 ffffff
-50 12 9 ffffff
-49 12 9 ffffff
-48 12 9 ffffff
-47 12 9 ffffff
-46 12 9 ffffff
-45 12 9 ffffff
-44 12 9 ffffff
-43 12 9 ffffff
-42 12 9 ffffff
-55 13 9 ffffff
-54 13 9 ffffff
-53 13 9 ffffff
-52 13 9 ffffff
-51 13 9 ffffff
-50 13 9 ffffff
-49 13 9 ffffff
-48 13 9 ffffff
-47 13 9 ffffff
-46 13 9 ffffff
-45 13 9 ffffff
-44 13 9 ffffff
-43 13 9 ffffff
-42 13 9 ffffff
-55 14 9 ffffff
-54 14 9 ffffff
-53 14 9 ffffff
-52 14 9 ffffff
-51 14 9 ffffff
-50 14 9 ffffff
-49 14 9 ffffff
-48 14 9 ffffff
-47 14 9 ffffff
-46 14 9 ffffff
-45 14 9 ffffff
-44 14 9 ffffff
-43 14 9 ffffff
-42 14 9 ffffff
-52 2 10 ffffff
-51 2 10 ffffff
-50 2 10 ffffff
-49 2 10 ffffff
-48 2 10 ffffff
-47 2 10 ffffff
-46 2 10 ffffff
-45 2 10 ffffff
-44 2 10 ffffff
-43 2 10 ffffff
-42 2 10 ffffff
-52 3 10 ffffff
-51 3 10 ffffff
-50 3 10 ffffff
-49 3 10 ffffff
-48 3 10 ffffff
-47 3 10 ffffff
-46 3 10 ffffff
-45 3 10 ffffff
-44 3 10 ffffff
-43 3 10 ffffff
-42 3 10 ffffff
-52 4 10 ffffff
-51 4 10 ffffff
-50 4 10 ffffff
-49 4 10 ffffff
-48 4 10 ffffff
-47 4 10 ffffff
-46 4 10 ffffff
-45 4 10 ffffff
-44 4 10 ffffff
-43 4 10 ffffff
-42 4 10 ffffff
-52 5 10 ffffff
-51 5 10 ffffff
-50 5 10 ffffff
-49 5 10 ffffff
-48 5 10 ffffff
-47 5 10 ffffff
-46 5 10 ffffff
-45 5 10 ffffff
-44 5 10 ffffff
-43 5 10 ffffff
-42 5 10 ffffff
-52 6 10 ffffff
-51 6 10 ffffff
-50 6 10 ffffff
-49 6 10 ffffff
-48 6 10 ffffff
-47 6 10 ffffff
-46 6 10 ffffff
-45 6 10 ffffff
-44 6 10 ffffff
-43 6 10 ffffff
-42 6 10 ffffff
-52 7 10 ffffff
-51 7 10 ffffff
-50 7 10 ffffff
-49 7 10 ffffff
-48 7 10 ffffff
-47 7 10 ffffff
-46 7 10 ffffff
-45 7 10 ffffff
-44 7 10 ffffff
-43 7 10 ffffff
-42 7 10 ffffff
-52 8 10 ffffff
-51 8 10 ffffff
-50 8 10 ffffff
-49 8 10 ffffff
-48 8 10 ffffff
-47 8 10 ffffff
-46 8 10 ffffff
-45 8 10 ffffff
-44 8 10 ffffff
-43 8 10 ffffff
-42 8 10 ffffff
-52 9 10 ffffff
-51 9 10 ffffff
-50 9 10 ffffff
-49 9 10 ffffff
-48 9 10 ffffff
-47 9 10 ffffff
-46 9 10 ffffff
-45 9 10 ffffff
-44 9 10 ffffff
-43 9 10 ffffff
-42 9 10 ffffff
-53 10 10 ffffff
-52 10 10 ffffff
-51 10 10 ffffff
-50 10 10 ffffff
-49 10 10 ffffff
-48 10 10 ffffff
-47 10 10 ffffff
-46 10 10 ffffff
-45 10 10 ffffff
-44 10 10 ffffff
-43 10 10 ffffff
-42 10 10 ffffff
-53 11 10 ffffff
-52 11 10 ffffff
-51 11 10 ffffff
-50 11 10 ffffff
-49 11 10 ffffff
-48 11 10 ffffff
-47 11 10 ffffff
-46 11 10 ffffff
-45 11 10 ffffff
-44 11 10 ffffff
-43 11 10 ffffff
-42 11 10 ffffff
-53 12 10 ffffff
-52 12 10 ffffff
-51 12 10 ffffff
-50 12 10 ffffff
-49 12 10 ffffff
-48 12 10 ffffff
-47 12 10 ffffff
-46 12 10 ffffff
-45 12 10 ffffff
-44 12 10 ffffff
-43 12 10 ffffff
-42 12 10 ffffff
-53 13 10 ffffff
-52 13 10 ffffff
-51 13 10 ffffff
-50 13 10 ffffff
-49 13 10 ffffff
-48 13 10 ffffff
-47 13 10 ffffff
-46 13 10 ffffff
-45 13 10 ffffff
-44 13 10 ffffff
-43 13 10 ffffff
-42 13 10 ffffff
-53 14 10 ffffff
-52 14 10 ffffff
-51 14 10 ffffff
-50 14 10 ffffff
-49 14 10 ffffff
-48 14 10 ffffff
-47 14 10 ffffff
-46 14 10 ffffff
-45 14 10 ffffff
-44 14 10 ffffff
-43 14 10 ffffff
-42 14 10 ffffff
-49 2 11 ffffff
-48 2 11 ffffff
-47 2 11 ffffff
-43 2 11 ffffff
-42 2 11 ffffff
-49 3 11 ffffff
-48 3 11 ffffff
-47 3 11 ffffff
-46 3 11 ffffff
-44 3 11 ffffff
-43 3 11 ffffff
-42 3 11 ffffff
-48 4 11 ffffff
-47 4 11 ffffff
-46 4 11 ffffff
-45 4 11 ffffff
-44 4 11 ffffff
-43 4 11 ffffff
-42 4 11 ffffff
-48 5 11 ffffff
-47 5 11 ffffff
-46 5 11 ffffff
-45 5 11 ffffff
-44 5 11 ffffff
-43 5 11 ffffff
-42 5 11 ffffff
-48 6 11 ffffff
-47 6 11 ffffff
-46 6 11 ffffff
-45 6 11 ffffff
-44 6 11 ffffff
-43 6 11 ffffff
-42 6 11 ffffff
-48 7 11 ffffff
-47 7 11 ffffff
-46 7 11 ffffff
-45 7 11 ffffff
-44 7 11 ffffff
-43 7 11 ffffff
-42 7 11 ffffff
-48 8 11 ffffff
-47 8 11 ffffff
-46 8 11 ffffff
-45 8 11 ffffff
-44 8 11 ffffff
-43 8 11 ffffff
-42 8 11 ffffff
-48 9 11 ffffff
-47 9 11 ffffff
-46 9 11 ffffff
-45 9 11 ffffff
-44 9 11 ffffff
-43 9 11 ffffff
-42 9 11 ffffff
-48 10 11 ffffff
-47 10 11 ffffff
-46 10 11 ffffff
-45 10 11 ffffff
-44 10 11 ffffff
-43 10 11 ffffff
-42 10 11 ffffff
